       291       728        17       385      9050     90820     83100     25000       952       959       967       960     97600       150      1580       650       313       418       616       370       591       285       124        85       542       309       150       123       140        59       458       349       193       231       233       124   1880000   1917800   1920500   1885200   1922900     66000     34000     11000     33000     67000         0       216       974      L071 1707 St Gall  Sargans        
       301       648        11       456     13020     86600     77800     17200       959       968       960       963     99140       220       460       120       175       412       578       331       477       368       155       144       387       419       194       187       228        76       204       522       273       395       399       187   1875700   1907000   1922500   1913700   1909400     64000     36000     23000     74000     26000         0       287       951      L081 1708 St Gall  Seebezirk      
       299       663        26       429     29050     70810     81500     22200       989       978       969       978     97640       130      1950       100       177       364       465       334       364       508       128       240       294       531       174       245       299        68       156       578       266       403       416       175   1875500   1905900   1930000   1906600   1906100     68000     32000     17000      7000     93000         0       391       982      L091 1709 St Gall  Tablat         
       311       713        10       428     15130     84860     83700     15700       982       985       974       979     99850        30       100        10       174       456       541       361       445       476        79       306       344       560        95       400       426        42       166       709       125       638       638        96   1875500   1906700   1925700   1930000   1940000     64000     37000     10000         0    100000         0       292       961      L101 1710 St Gall  Toggnbrg,Alt   
       302       584        24       496     73840     26080     74600     14500       983       967       971       972     99420       180       260       110       120       496       584       396       354       520       126       301       243       623       134       408       438        44        73       780       146       642       646        82   1874700   1910300   1924500   1919800   1860000     76000     24000     10000         0    100000         0       314       986      L111 1711 St Gall  Toggnbrg,Neu   
       348       662        21       510     75950     24010     79400     10700       969       972       967       969     99620        40       300        30        89       588       693       419       492       427        81       237       314       601        85       427       447        29        67       844        89       739       739        52   1875000   1905000   1921000   1886800   1885700     69000     31000     10000         0     90000     10000       266       937      L121 1712 St Gall  Toggnbrg,Obr   
       312       630        15       483     57910     41910     78000     13200       986       979       983       982     99590        90       220        40       154       426       488       369       305       594       100       405       228       653       119       461       500        47        95       754       151       656       662        95   1875700   1909400   1924300   1886400   1877800     73000     27000     14000         0    100000         0       299       996      L131 1713 St Gall  Toggnbrg,Unt   
       304       677        15       437     85230     14640     76200     22100       955       986       976       974     99320       110       310       240       286       467       741       359       676       244        80        57       607       293       100       125       140        38       483       380       136       288       289        84   1893700   1922800   1913600   1904200   1905800     64000     36000     13000     82000     18000         0       154       961      L141 1714 St Gall  Werdenberg     
       258       691        14       360     12670     87220     92200     16700       973       968       979       973     99560        70       290        60       222       329       411       317       416       459       125       237       365       467       168       242       274        81       255       485       260       354       356       201   1882100   1912100   1919300   1914500   1918200     80000     20000     17000     10000     90000         0       242       960      L151 1715 St Gall  Wilter         
       260       866        10       292     20450     79530     91200     20700       976       958       978       970     14700        20      1980     83200       435       290       357       420       701       174       126        38       719       142       139        13        34        54       744        98       158        27        29       118   1878000   1921000   1922900   1883900   1935000     53000     46000      9000         0      5000     95000       208       876      L011 1801 Grisons  Albula         
